7220,"VIA VALDACOLE","(11.152862 46.042717, 11.15317 46.042778, 11.153333 46.042812, 11.153587 46.042889, 11.153796 46.042952, 11.153971 46.042998, 11.15411 46.043018, 11.154262 46.043021, 11.154398 46.043004)"
430,"VIA BRESCIA","(11.109007 46.071356, 11.109072 46.071323)"
7990,"VIA POMERANOS","(11.133614 46.013374, 11.133798 46.013244, 11.13391 46.013164, 11.134315 46.012887, 11.13437 46.01285, 11.134617 46.012688, 11.134866 46.012512, 11.134979 46.012452, 11.135019 46.012445, 11.135061 46.012446, 11.135092 46.012455, 11.135111 46.01247, 11.135133 46.01251, 11.135171 46.012609, 11.135201 46.012678, 11.135233 46.012694, 11.135278 46.012697, 11.135337 46.012681, 11.135417 46.012647, 11.135534 46.012592)"
7070,"VIA N. FALZOLGHER","(11.138376 46.052161, 11.13839 46.05199, 11.138392 46.051882, 11.138388 46.051788, 11.1384 46.051742, 11.138448 46.051647, 11.138571 46.051388)"
7110,"VIA MARZOLA","(11.148853 46.046704, 11.14882 46.046736, 11.148721 46.046846, 11.148661 46.046928, 11.148613 46.047064, 11.148597 46.047181, 11.148511 46.04784, 11.148499 46.048002, 11.148542 46.048528, 11.148564 46.048725, 11.148616 46.048845, 11.149028 46.049203, 11.149085 46.049337, 11.149064 46.049859)"
1660,"VIA DELLA MALVASIA","(11.124931 46.076209, 11.124936 46.076137, 11.124938 46.076119, 11.12502 46.075555, 11.125082 46.075122)"
3670,"PASSAGGIO TEATRO OSELE","(11.124779 46.070794, 11.125149 46.070771, 11.125221 46.070786, 11.125209 46.070849, 11.125602 46.070906, 11.125624 46.070841, 11.125963 46.070902)"
530,"VIA CALEPINA","(11.123293 46.066956, 11.123447 46.066975, 11.123695 46.067007)"
2450,"VIA C. A. PILATI","(11.127195 46.066013, 11.126968 46.06607, 11.126009 46.066326)"
2080,"VIALE DEGLI OLMI","(11.133095 46.050723, 11.13314 46.050887)"
8114,"STRADA DEL BUS DE VELA","(11.071672 46.084541, 11.07137 46.084786, 11.071317 46.08485, 11.071278 46.084912, 11.071242 46.084978, 11.071225 46.085046, 11.071224 46.085132, 11.071253 46.085259, 11.071298 46.085353)"
5730,"VIA MARTINO AICHNER","(11.100924 46.104789, 11.10015 46.105734, 11.099219 46.106868, 11.099108 46.107005, 11.09905 46.107091, 11.099025 46.107214, 11.099069 46.107306, 11.09913 46.10737, 11.099196 46.107418, 11.099276 46.107457, 11.099355 46.107478, 11.099487 46.107494)"
3890,"VIA SAN DANIELE COMBONI","(11.122491 46.081997, 11.122684 46.08175, 11.122749 46.08168)"
780,"VIA LA CLARINA","(11.126979 46.049363, 11.126978 46.049318, 11.126979 46.049249, 11.126988 46.049206, 11.127026 46.049173, 11.127073 46.049164, 11.127129 46.049172, 11.127337 46.049226, 11.12738 46.049187, 11.127393 46.049165, 11.127352 46.049063, 11.127227 46.048792, 11.12714 46.048606, 11.127118 46.048539)"
3825,"VIA A. GORFER","(11.133931 46.028606, 11.133856 46.028599, 11.133807 46.028589, 11.133714 46.028553, 11.13366 46.028525, 11.133619 46.028485, 11.133593 46.02845, 11.133576 46.0284, 11.133575 46.028231, 11.133519 46.028108, 11.133493 46.028078, 11.133464 46.028056, 11.133392 46.028029, 11.133066 46.027941, 11.13302 46.027923, 11.132992 46.027903, 11.132927 46.027832, 11.132877 46.027754, 11.132828 46.027692, 11.1328 46.027645, 11.132755 46.027543, 11.132736 46.027484, 11.132719 46.027319, 11.132671 46.027148, 11.132665 46.027093, 11.132669 46.027013, 11.132787 46.026721, 11.132807 46.026624, 11.132834 46.026335, 11.132839 46.02616, 11.132827 46.025923, 11.132825 46.025704, 11.132816 46.025661, 11.132784 46.025636, 11.13273 46.025613)"
6220,"VIA DELLE MARNIGHE","(11.140541 46.078046, 11.140575 46.077645, 11.140606 46.07736, 11.140658 46.077243, 11.140716 46.077143)"
7130,"LOCALITA' NEGRANO","(11.147627 46.050921, 11.14758 46.050749, 11.147569 46.05069, 11.147563 46.050619, 11.147564 46.050498, 11.147574 46.050397, 11.147581 46.050303, 11.14759 46.050254, 11.147602 46.050208, 11.147614 46.050153, 11.147614 46.050071)"
6426,"VIA DI SAN SEBASTIANO","(11.15836 46.085344, 11.158308 46.085448, 11.15828 46.085485, 11.158233 46.08551, 11.158156 46.085541, 11.158107 46.085555, 11.158064 46.085565, 11.158035 46.085599, 11.158026 46.085641, 11.158018 46.08571, 11.158042 46.085733, 11.158081 46.085737, 11.158161 46.08575, 11.158266 46.08576, 11.158387 46.085757, 11.158569 46.085713, 11.158649 46.085686, 11.1587 46.085684, 11.158787 46.085669, 11.158894 46.085638)"
860,"VIA CONI ZUGNA","(11.132935 46.060305, 11.133285 46.060298, 11.133343 46.060293)"
2560,"VIA RAVENNA","(11.135288 46.060679, 11.135045 46.06068, 11.134532 46.060685, 11.134223 46.06069)"
890,"VIA E. DE AMICIS","(11.117193 46.076938, 11.117302 46.076959, 11.117359 46.076948, 11.117429 46.077096, 11.117522 46.077243)"
1990,"PIAZZA DELLA MOSTRA","(11.125963 46.070902, 11.126354 46.070967, 11.126115 46.071304, 11.125828 46.07171, 11.125653 46.07202)"
7380,"PIAZZA G. MANCI","(11.154908 46.06608, 11.154757 46.066016, 11.154612 46.065897, 11.154413 46.065743)"
5660,"VIA DI SPINI","(11.092134 46.116922, 11.09154 46.116697)"
2950,"VIA SANTA CROCE","(11.123256 46.064958, 11.123276 46.064868)"
7405,"VIA MADONNA DELLA CORONA","(11.158709 46.064623, 11.158702 46.06454, 11.158733 46.064128, 11.158753 46.063861, 11.158767 46.063577)"
3090,"VIA SECONDO DA TRENTO","(11.123084 46.076442, 11.122595 46.076682)"
5290,"VIA 4 NOVEMBRE","(11.112838 46.098543, 11.112845 46.098827, 11.112851 46.099487)"
1190,"VICOLO GALASSO","(11.122511 46.069857, 11.122469 46.070018, 11.122455 46.070054, 11.122435 46.070108, 11.122432 46.070131, 11.122361 46.070312)"
7030,"STRADA DEI BINDESI","(11.152239 46.040583, 11.152232 46.0407, 11.152235 46.040747, 11.152275 46.040819, 11.152323 46.0409, 11.15238 46.041008, 11.152435 46.041118, 11.152446 46.041176, 11.152438 46.041228, 11.152423 46.041267, 11.152392 46.041321, 11.152242 46.041483, 11.152171 46.041592, 11.152154 46.041634)"
6414,"VIA PER CAMPEL","(11.15932 46.087585, 11.159386 46.08761, 11.15947 46.087663, 11.159583 46.087769, 11.159717 46.087915, 11.159822 46.08803, 11.15985 46.088061)"
7460,"VIA DON TOMMASO DALLAFIOR","(11.153092 46.064892, 11.152602 46.064697, 11.152391 46.064616, 11.15192 46.064429)"
8235,"VIA MOSNA DI VIGOLO","(11.044276 46.082186, 11.044165 46.08214, 11.043969 46.082028, 11.043846 46.08195, 11.04356 46.081789, 11.043242 46.081589, 11.04308 46.08151)"
6340,"VIA SABBIONARE","(11.13082 46.089154, 11.130569 46.089132, 11.130124 46.089073, 11.129909 46.089059)"
1550,"PIAZZA LODRON","(11.123528 46.068046, 11.123535 46.067977, 11.123574 46.067842)"
650,"VIA AL CASTELLER","(11.136506 46.027851, 11.136735 46.027756, 11.137073 46.027628)"
8044,"PIAZZETTA SAN VALENTINO","(11.060075 46.072128, 11.060089 46.072157, 11.05997 46.072208, 11.060025 46.072277, 11.060147 46.072225, 11.060127 46.072197, 11.06014 46.072146, 11.060313 46.072191)"
8033,"VIA DELLA POZZA","(11.060283 46.07585, 11.060346 46.075959, 11.060466 46.076036, 11.060599 46.076139, 11.060829 46.076312, 11.061036 46.076464, 11.061199 46.076621, 11.061309 46.07675, 11.061345 46.076794, 11.061708 46.077593, 11.06189 46.077943, 11.061968 46.078092, 11.062047 46.078223, 11.062125 46.078334, 11.062177 46.078366, 11.062237 46.078371, 11.062287 46.078363, 11.062367 46.078332, 11.062417 46.078324, 11.062551 46.078315, 11.062669 46.078286, 11.062726 46.078259, 11.062773 46.07823, 11.062813 46.078195, 11.062825 46.078171, 11.062828 46.078109, 11.06279 46.078017, 11.062762 46.077978, 11.062671 46.077922, 11.062604 46.077886, 11.062575 46.077861, 11.062525 46.077751, 11.062479 46.077619, 11.062415 46.077446, 11.062246 46.076989, 11.062159 46.076824, 11.062102 46.076749, 11.061917 46.076522, 11.061844 46.076425, 11.061582 46.07611, 11.061066 46.07548, 11.060996 46.075395, 11.06095 46.075389, 11.060873 46.075402, 11.060721 46.075426, 11.060623 46.075428, 11.060555 46.075422, 11.060502 46.075396, 11.06037 46.075305, 11.060192 46.075147, 11.060113 46.075075, 11.060002 46.074994, 11.059884 46.074934, 11.059771 46.074892)"
3350,"CORSO 3 NOVEMBRE","(11.123969 46.06184, 11.123996 46.061793, 11.124083 46.061698, 11.124851 46.060946)"
5030,"VIA DELL'ASILO","(11.102722 46.097312, 11.102765 46.097411, 11.102848 46.097557, 11.102959 46.097771, 11.103042 46.097964, 11.103067 46.098055, 11.103081 46.098092, 11.103111 46.098162, 11.103138 46.098257, 11.10315 46.098308)"
8498,"STRADA VECCHIA","(11.12744 46.130251, 11.127396 46.130256, 11.127314 46.130274, 11.127206 46.130308, 11.127046 46.13037, 11.126995 46.130382, 11.126654 46.130438, 11.126586 46.130443, 11.12653 46.130441, 11.126455 46.130421, 11.126412 46.1304, 11.126221 46.130273, 11.126055 46.130141)"
3450,"VIALE VERONA","(11.131031 46.04646, 11.131006 46.046188, 11.130994 46.045886, 11.131006 46.045795, 11.131031 46.045571, 11.131037 46.045462, 11.131046 46.045352, 11.131076 46.045132, 11.13109 46.044884)"
3350,"CORSO 3 NOVEMBRE","(11.125537 46.060276, 11.125729 46.060088, 11.125937 46.059886)"
3470,"PIAZZA VICENZA","(11.132595 46.062368, 11.133223 46.061929)"
8534,"VIA DELLE SUGARINE","(11.117107 46.12569, 11.117036 46.125632)"
600,"VIA DEI CAPPUCCINI","(11.12959 46.075092, 11.129667 46.075176, 11.129718 46.075234)"
2670,"VIA A. ROSMINI","(11.118704 46.068342, 11.118705 46.06827, 11.11876 46.06799)"
2670,"VIA A. ROSMINI","(11.11876 46.06799, 11.11885 46.067538, 11.118861 46.067484)"
3110,"VIA F. SERAFINI","(11.12788 46.0667, 11.12773 46.066414, 11.127827 46.066389)"
8840,"VIA SANTA MARINA","(11.11127 46.034862, 11.111309 46.034789, 11.111371 46.034695, 11.111431 46.034578, 11.111464 46.034526, 11.111493 46.034467)"
5750,"VIA G. B. FATTORI","(11.118703 46.100836, 11.118638 46.101039, 11.118629 46.101195, 11.118671 46.101509, 11.118734 46.102176, 11.118741 46.102213, 11.11876 46.102231, 11.118786 46.102238, 11.118841 46.102235, 11.11887 46.102224, 11.118887 46.102212, 11.118905 46.102179, 11.118899 46.102149, 11.118857 46.102099, 11.118852 46.102044)"
1900,"VIA DEI MILLE","(11.127346 46.063046, 11.127459 46.062923, 11.127628 46.062747, 11.127726 46.062652, 11.127877 46.062537, 11.128 46.062445)"
4032,"SAN GIUSEPPE","(11.11958 46.05775, 11.120037 46.057741)"
4033,"SANTA CHIARA - OSPEDALE","(11.132886 46.056535, 11.133683 46.05652)"
7210,"VIA TORRICELLE","(11.147781 46.041157, 11.147865 46.041052, 11.147936 46.040954, 11.148003 46.04087, 11.148068 46.04081, 11.148206 46.040627, 11.148421 46.040348, 11.148491 46.04023, 11.148564 46.040112, 11.14863 46.040018, 11.148688 46.039952, 11.148898 46.03975, 11.148983 46.039677, 11.149041 46.039662, 11.149105 46.039679, 11.149144 46.03971, 11.14914 46.039748, 11.1491 46.039812, 11.149024 46.03991, 11.148936 46.040047, 11.148901 46.040114, 11.14888 46.040192, 11.148847 46.0403, 11.148787 46.040447, 11.148675 46.040675, 11.148596 46.040823, 11.14852 46.040937, 11.148495 46.040989, 11.148384 46.041123, 11.148274 46.041251, 11.148244 46.041315, 11.148237 46.041367, 11.148244 46.041427, 11.148264 46.041504)"
8605,"VIA CADUTI DI SARDAGNA","(11.097502 46.064903, 11.097576 46.064492, 11.097667 46.063809, 11.097696 46.063577)"
6462,"VIA PER BEDOL","(11.145887 46.107615, 11.145896 46.107444, 11.145882 46.107424)"
3390,"LOCALITA' LA VELA","(11.10023 46.080988, 11.100112 46.080952, 11.100076 46.080926, 11.100048 46.080897, 11.100038 46.080839, 11.100019 46.080783, 11.09998 46.080691, 11.100012 46.08063, 11.100016 46.08059)"
8935,"VIA ALLE PORTE","(11.10789 46.019579, 11.108181 46.019632, 11.108335 46.019664, 11.108437 46.01969, 11.1085 46.019712, 11.108699 46.019814, 11.109036 46.020066, 11.109241 46.020184, 11.109525 46.020341, 11.109714 46.020423)"
5630,"VIA DELL'ORA DEL GARDA","(11.109838 46.132378, 11.109918 46.132538, 11.109916 46.132564, 11.109905 46.132587, 11.109886 46.132608, 11.109848 46.132625, 11.109809 46.13263, 11.109776 46.132627, 11.10975 46.132618, 11.109721 46.132596, 11.109702 46.132573, 11.1097 46.132548, 11.109714 46.132519, 11.109838 46.132378)"
8911,"VIA DEI POMARI","(11.105642 46.012141, 11.105666 46.012162, 11.105695 46.012201, 11.105717 46.012242, 11.105729 46.012286, 11.105736 46.012335, 11.105735 46.012379)"
8935,"VIA ALLE PORTE","(11.108048 46.019689, 11.108124 46.01975, 11.108149 46.01979, 11.108147 46.019864, 11.108183 46.020244, 11.108146 46.020339)"
2360,"VIA F. PETRARCA","(11.124432 46.074411, 11.124318 46.074687, 11.124207 46.074865, 11.1241 46.075009, 11.124004 46.075109, 11.123932 46.075166, 11.123835 46.075185, 11.12365 46.075185)"
7340,"LOCALITA' PASSO CIMIRLO","(11.182111 46.07019, 11.182142 46.070217, 11.182146 46.070266, 11.182119 46.07035, 11.182103 46.070378, 11.18209 46.070433, 11.182096 46.070536, 11.182117 46.070591, 11.18217 46.070653, 11.182287 46.070776, 11.182518 46.071011, 11.182665 46.071143, 11.182749 46.0712, 11.182809 46.0712, 11.18285 46.071187, 11.18287 46.071146, 11.182854 46.071072, 11.182856 46.070987, 11.182868 46.070916, 11.182958 46.070742, 11.183082 46.070508, 11.183212 46.070353, 11.183262 46.070317, 11.183364 46.070261)"
8955,"VIA DELLE PIAZZOLE","(11.10379 46.017112, 11.103746 46.017185, 11.103671 46.017371, 11.103603 46.017536, 11.103572 46.017602, 11.103561 46.017656, 11.103574 46.017697, 11.103609 46.017741, 11.103722 46.017869, 11.103742 46.017948, 11.103782 46.01803, 11.103808 46.018124, 11.103833 46.01821, 11.103865 46.018331, 11.103897 46.018416, 11.10391 46.018439)"
8750,"VIA DELLA CROCE","(11.110412 46.040021, 11.110808 46.040591)"
1960,"VIA MONTELLO","(11.136842 46.061888, 11.136902 46.061765, 11.136952 46.061598, 11.136996 46.061475, 11.137065 46.061382)"
440,"VIA DI BRIAMASCO","(11.117471 46.065043, 11.117445 46.064931, 11.117051 46.064907)"
7110,"VIA MARZOLA","(11.150084 46.043119, 11.150307 46.043733, 11.150464 46.043902)"
5550,"VIA AL PONT DEI VODI","(11.092597 46.121461, 11.093163 46.121844, 11.093445 46.122042, 11.093855 46.122328)"
1555,"VIA R. LUNELLI","(11.117103 46.09202, 11.117579 46.092142, 11.118258 46.092314, 11.118764 46.092439)"
8121,"STRADA DELLA CASARA","(11.07195 46.094535, 11.07193 46.094509, 11.071885 46.094466, 11.071793 46.094398, 11.071617 46.094288, 11.071439 46.094176, 11.071308 46.094101, 11.071184 46.094044, 11.070992 46.09397, 11.070736 46.09386, 11.070539 46.093773, 11.070403 46.09371, 11.070321 46.093656, 11.070257 46.093594, 11.070173 46.093505, 11.070098 46.093421, 11.070022 46.093324, 11.070004 46.093283, 11.069966 46.09318, 11.069945 46.093107, 11.069918 46.093038, 11.069875 46.092953, 11.069821 46.092886, 11.069786 46.092824, 11.069766 46.092751, 11.069769 46.092644, 11.069776 46.092572, 11.06979 46.0925)"
1780,"VIA G. MARCONI","(11.119613 46.084242, 11.120785 46.084387, 11.121426 46.084465, 11.122882 46.08464)"
2580,"VIA D. REICH","(11.115908 46.079423, 11.116139 46.079365, 11.116599 46.07924, 11.116883 46.079167)"
8052,"VIA DELLA VAL DEI MOLINI","(11.055797 46.07706, 11.055808 46.077042, 11.05581 46.077028, 11.055722 46.076814, 11.055483 46.076647, 11.055374 46.076564, 11.054951 46.07622)"
7145,"STRADA DELLA POZZATA","(11.144272 46.040323, 11.144184 46.040323, 11.144105 46.040337, 11.144038 46.040356, 11.143912 46.040401)"
0,"","(11.126382 46.080053, 11.126489 46.080097, 11.126533 46.08011, 11.126588 46.080107, 11.126636 46.080094, 11.12667 46.080065, 11.126736 46.079983, 11.126815 46.0799, 11.126898 46.079829, 11.127043 46.079725)"
3050,"LARGO N. SAURO","(11.124925 46.074463, 11.124915 46.074959)"
2030,"PIAZZA LUIGI NEGRELLI","(11.1324 46.063393, 11.132418 46.063375, 11.132583 46.063192, 11.132749 46.063256)"
7070,"VIA N. FALZOLGHER","(11.137891 46.051666, 11.138025 46.051781, 11.13821 46.051944, 11.138317 46.05205, 11.138376 46.052161)"
7080,"VIA GALASSA","(11.142846 46.0412, 11.142834 46.0413, 11.14277 46.041584, 11.142683 46.041955, 11.14266 46.042085, 11.142666 46.042229)"
4036,"BREN CENTER","(11.115022 46.094246, 11.115749 46.094232)"
4037,"LE FORNACI","(11.122924 46.079475, 11.123276 46.07947)"
4038,"NORD CENTER","(11.114058 46.091096, 11.114371 46.091089)"
3829,"VIA TULLIO ODORIZZI","(11.136482 46.043129, 11.137186 46.043086, 11.138159 46.043025, 11.138217 46.043022)"
8915,"VIA DELLE PREDE","(11.105351 46.016233, 11.10578 46.016562)"
8970,"VIA DEI RIMONI","(11.10787 46.017532, 11.107591 46.01701)"
900,"VIA A. DEGASPERI","(11.127547 46.047526, 11.127524 46.047538, 11.127494 46.047549, 11.127464 46.047555, 11.127427 46.047558, 11.127395 46.047557, 11.127363 46.047552, 11.127333 46.047543)"
670,"VIA DELLE CAVE","(11.1313 46.06693, 11.131347 46.066876, 11.131425 46.066808, 11.131519 46.066758, 11.131915 46.066593)"
6060,"VIA AI CAMILASTRI","(11.138448 46.081987, 11.139113 46.082061, 11.139169 46.082064, 11.139212 46.082066, 11.139245 46.082055, 11.139283 46.082033, 11.13932 46.082003, 11.139342 46.081965)"
7420,"VIA GRAFFIANO","(11.150145 46.059051, 11.150136 46.059087, 11.149891 46.059371, 11.149774 46.059512, 11.149708 46.059622, 11.149693 46.059676, 11.149686 46.059763, 11.149761 46.060117, 11.149798 46.060347, 11.149876 46.060746, 11.149911 46.060942, 11.149952 46.061184, 11.15002 46.061347, 11.150055 46.061428, 11.150082 46.061509)"
6415,"VIA DEI CARLI","(11.156068 46.084094, 11.156042 46.08404, 11.15595 46.083801, 11.15585 46.083626, 11.155819 46.083555, 11.155779 46.083403, 11.155725 46.083328, 11.155605 46.083186, 11.155552 46.083069, 11.155534 46.082868, 11.155537 46.08279, 11.155528 46.082735, 11.15548 46.082642, 11.155283 46.082411, 11.155205 46.082327, 11.154994 46.082162, 11.154868 46.082069, 11.154677 46.08201, 11.154533 46.081973, 11.15422 46.081925, 11.153819 46.081857)"
5460,"VIA INNSBRUCK","(11.095353 46.101537, 11.095336 46.101567, 11.095314 46.101588, 11.095287 46.101606, 11.095252 46.101619, 11.095222 46.101627, 11.095191 46.10163, 11.095149 46.101632, 11.09511 46.101628, 11.095076 46.101619)"
6418,"VIA DEI MICHEI","(11.160553 46.083561, 11.160368 46.0836, 11.160281 46.083588, 11.159991 46.083518, 11.158718 46.083166)"
600,"VIA DEI CAPPUCCINI","(11.129718 46.075234, 11.129939 46.075509, 11.129963 46.075558, 11.129973 46.07571, 11.129959 46.07603)"
600,"VIA DEI CAPPUCCINI","(11.129361 46.074826, 11.129444 46.074937, 11.12953 46.07503, 11.12959 46.075092)"
3410,"VIA VENEZIA","(11.136463 46.069203, 11.136547 46.069588)"
600,"VIA DEI CAPPUCCINI","(11.129794 46.074442, 11.129999 46.074139)"
2880,"VIA SAN PIO X","(11.119869 46.052709, 11.119777 46.052673, 11.119734 46.052624, 11.119716 46.052579, 11.119714 46.052529, 11.119729 46.052455)"
460,"VIA F.LLI BRONZETTI","(11.121083 46.059243, 11.12122 46.058894, 11.121284 46.058731)"
460,"VIA F.LLI BRONZETTI","(11.121284 46.058731, 11.121484 46.058223)"
2880,"VIA SAN PIO X","(11.120617 46.053912, 11.12056 46.054131)"
7815,"VIA NAZIONALE","(11.130348 46.011787, 11.130028 46.011885, 11.129927 46.011858, 11.129543 46.012019)"
6488,"VIA DI LANCIATESA","(11.142916 46.087807, 11.142905 46.087871, 11.142879 46.088137, 11.142872 46.08826, 11.14288 46.088394, 11.142887 46.088572, 11.142895 46.088841, 11.142901 46.089074, 11.142924 46.089153, 11.142951 46.08927, 11.142967 46.089337, 11.142971 46.089414, 11.142936 46.089508, 11.142882 46.089594)"
7375,"VIA BRENZ","(11.167635 46.067721, 11.167694 46.067661, 11.167774 46.067601, 11.167854 46.067531, 11.16791 46.067472, 11.167994 46.067376, 11.168063 46.067304, 11.168105 46.067244, 11.168144 46.067167)"
7855,"LOCALITA' I GREZZI","(11.126552 45.99448, 11.126595 45.994411, 11.126619 45.994366, 11.12668 45.994216, 11.126725 45.994101, 11.126767 45.993957, 11.126815 45.993795, 11.126896 45.993479, 11.126923 45.993356, 11.126934 45.993302, 11.126946 45.993226, 11.126943 45.993156, 11.126919 45.993083, 11.126878 45.993003, 11.126793 45.992877)"
3490,"P.ZZA ALESSANDRO VITTORIA","(11.123614 46.067341, 11.123275 46.067325)"
6400,"VIA ALLA VEDUTA","(11.146648 46.075961, 11.146713 46.075964)"
1220,"VIA T. GAR","(11.117116 46.068155, 11.116958 46.068495, 11.116815 46.068836, 11.116817 46.068872, 11.116959 46.069094, 11.117221 46.069476, 11.117247 46.069507, 11.117296 46.069547, 11.117426 46.06963)"
0,"","(11.086861 46.117743, 11.086892 46.117975, 11.086838 46.118278, 11.086788 46.118534, 11.086761 46.118717, 11.086789 46.118816)"
5080,"VIA L. CANEPPELE","(11.100576 46.101114, 11.099916 46.101086)"
0,"","(11.126437 46.080659, 11.12639 46.08056, 11.126413 46.08048, 11.126472 46.080375, 11.126508 46.080302, 11.126503 46.080262, 11.126436 46.08021, 11.126429 46.080205, 11.126381 46.08018, 11.126274 46.080145)"
6060,"VIA AI CAMILASTRI","(11.138471 46.080499, 11.138415 46.081095, 11.13839 46.081449, 11.138448 46.081987)"
6469,"VIA DEL CORALLO","(11.1356 46.06922, 11.135583 46.069296, 11.135507 46.069626, 11.13551 46.069708)"
3811,"TANGENZIALE SUD","(11.116399 46.044938, 11.11608 46.045318, 11.115603 46.045745, 11.115405 46.045911, 11.115324 46.045981, 11.115298 46.046034, 11.115277 46.046126, 11.115254 46.046248, 11.115248 46.046278)"
1840,"VIA G. MAZZINI","(11.122754 46.066111, 11.122816 46.066002, 11.122926 46.065811, 11.122946 46.065765)"
1840,"VIA G. MAZZINI","(11.122754 46.066111, 11.122503 46.066026, 11.122533 46.065821)"
1555,"VIA R. LUNELLI","(11.120351 46.092846, 11.120712 46.092939)"
3020,"VIA SANTI COSMA E DAMIANO","(11.103629 46.078669, 11.103568 46.078849, 11.103485 46.07901, 11.103455 46.07915, 11.10331 46.07958, 11.103121 46.080038, 11.103034 46.08026, 11.102991 46.080412)"
150,"VIA L. ANZOLETTI","(11.135198 46.05822, 11.135141 46.058068, 11.135002 46.05771)"
1040,"PIAZZA DUOMO","(11.121063 46.067344, 11.121091 46.0671)"
350,"VIA B. BOMPORTO","(11.116693 46.065098, 11.116676 46.065144, 11.116626 46.065396)"
460,"VIA F.LLI BRONZETTI","(11.121284 46.058731, 11.121026 46.058682)"
5460,"VIA INNSBRUCK","(11.091814 46.107898, 11.093001 46.108069)"
520,"VIA CAIO VALERIO MARIANO","(11.115505 46.074872, 11.115314 46.074862, 11.115273 46.074859, 11.115248 46.074854, 11.115223 46.07485, 11.115197 46.074846, 11.115173 46.074842, 11.115138 46.074834, 11.115114 46.074825, 11.115091 46.074817, 11.115069 46.074808, 11.115048 46.074795, 11.115028 46.074787, 11.115009 46.074773)"
8840,"VIA SANTA MARINA","(11.110409 46.036343, 11.11044 46.036253, 11.110483 46.035976, 11.110518 46.035829)"
870,"VICOLO DALLAPICCOLA","(11.122685 46.063182, 11.123343 46.063261, 11.12337 46.063291, 11.123622 46.063332)"
6400,"VIA ALLA VEDUTA","(11.143939 46.075724, 11.144558 46.075978, 11.144675 46.076019, 11.144746 46.07604, 11.144882 46.076057)"
6370,"VIA DON LEONE SERAFINI","(11.131033 46.089218, 11.13106 46.089263)"
6370,"VIA DON LEONE SERAFINI","(11.13106 46.089263, 11.131402 46.089091, 11.131987 46.088692, 11.132064 46.088661, 11.132199 46.088625, 11.132269 46.088619)"
8540,"VIA DEL RIO PAPA","(11.129247 46.128516, 11.129365 46.12842, 11.129595 46.128201, 11.12969 46.128117, 11.129831 46.128009, 11.129977 46.12791, 11.130017 46.127895, 11.130057 46.127888, 11.130098 46.127887, 11.130136 46.12789, 11.130168 46.127899, 11.130194 46.127914, 11.130228 46.12794, 11.130246 46.127965, 11.130254 46.127989, 11.130255 46.128018, 11.130249 46.128046, 11.130219 46.128102, 11.130117 46.128274, 11.130073 46.128378, 11.130049 46.128478, 11.130065 46.128694, 11.130109 46.1289, 11.130431 46.129837)"
6390,"STRADA DELLA VALSUGANA","(11.141418 46.070298, 11.141579 46.070267)"
7263,"VIA DEL NESPOLAR","(11.156113 46.048214, 11.156118 46.048127, 11.15609 46.048059, 11.156079 46.047936, 11.156083 46.047805, 11.156092 46.047761, 11.156203 46.047495, 11.156254 46.047398, 11.156387 46.047167, 11.156416 46.047106, 11.156442 46.047032, 11.156463 46.046945, 11.156521 46.046753, 11.156567 46.04663, 11.156637 46.046499, 11.156666 46.046452, 11.156694 46.046439, 11.156753 46.046447, 11.156813 46.046468, 11.156873 46.046512, 11.156895 46.046557, 11.15689 46.046661)"
7200,"VIA DEI TESSADRI","(11.143604 46.047895, 11.143392 46.047884, 11.143246 46.047892, 11.143171 46.047901, 11.142951 46.047931)"
6370,"VIA DON LEONE SERAFINI","(11.131033 46.089218, 11.131043 46.08914, 11.131067 46.089065, 11.131101 46.089019)"
5725,"VIA RIENZA","(11.112862 46.100326, 11.111646 46.100272, 11.111309 46.101263)"
6100,"VIA DEI CASTORI","(11.128719 46.086413, 11.128753 46.086502, 11.128862 46.086703, 11.128952 46.086884, 11.128986 46.086984, 11.12904 46.087247, 11.129078 46.087379, 11.129187 46.087627, 11.129212 46.08772, 11.129222 46.087841, 11.129187 46.087997, 11.129175 46.08812, 11.129181 46.088161, 11.129217 46.088299, 11.129253 46.088382, 11.129484 46.088739, 11.129602 46.088873, 11.129611 46.088892, 11.129615 46.088948)"
6460,"VIA DEL MONT DE SORA","(11.145887 46.107615, 11.146156 46.107619, 11.146179 46.10762, 11.146382 46.107634, 11.146605 46.107651, 11.146735 46.107663, 11.146767 46.107652, 11.146785 46.107628, 11.146788 46.107509, 11.146781 46.107425, 11.146724 46.107337, 11.146645 46.10728, 11.146523 46.107194)"
920,"VIA AL DESERT","(11.116933 46.050562, 11.116832 46.050484, 11.116498 46.050188)"
8489,"VIA DEI POMPEI","(11.134266 46.130886, 11.134108 46.130915, 11.134016 46.130952, 11.133745 46.131204)"
5781,"VIA DELLE PALAZZINE","(11.102339 46.113656, 11.102324 46.113579, 11.102336 46.113501, 11.102374 46.113359, 11.10247 46.112987, 11.102497 46.112878, 11.102485 46.112847, 11.102464 46.112829, 11.102391 46.112794, 11.102155 46.112704)"
2250,"VIA DEI PARADISI","(11.127327 46.06626, 11.127603 46.066772)"
8730,"VIA BERLINA","(11.109453 46.039725, 11.109783 46.039689, 11.110136 46.039622)"
6130,"VIA DELLE COSTIOLE","(11.132716 46.092206, 11.132732 46.092273)"
